cgpa,backlog_history,DSA_problems_solved,GitHub_repos,development_projects_count,AI_ML_projects,internships_completed,hackathons_participated,self_learning_hours,resume_score
8.93,0,426,20.0,7,3,4,0,4.1,90
8.61,1,683,21.0,7,5,3,3,3.2,85
8.14,0,680,11.0,3,0,3,2,5.2,75
7.09,0,687,24.0,9,5,4,4,2.4,85
8.3,0,686,23.0,10,3,6,2,5.3,100
8.09,2,488,18.0,6,1,4,4,5.2,100
8.24,1,824,3.0,4,0,1,4,3.1,74
5.95,0,471,18.0,4,0,2,4,4.0,85
6.79,0,485,21.0,6,5,3,0,3.2,81
7.9,0,582,13.0,6,3,3,2,3.6,100
8.44,1,712,27.0,9,5,2,3,3.4,100
6.9,1,526,0.0,3,2,3,5,3.2,66
6.61,0,634,10.0,5,4,3,2,4.5,95
8.45,1,832,32.0,9,4,7,0,4.5,100
7.15,1,623,25.0,8,4,3,4,3.4,86
8.96,3,962,23.0,8,4,3,3,3.1,100
9.23,0,562,22.0,8,2,2,2,2.5,85
7.9,0,670,18.0,4,0,2,0,4.6,82
7.6,0,644,16.0,6,0,3,2,4.1,90
7.8,3,707,17.0,6,1,2,0,3.5,73
7.39,0,765,14.0,6,4,2,4,3.7,58
7.59,0,872,21.0,4,3,3,3,4.3,82
6.5,3,531,21.0,10,4,5,2,5.0,100
8.19,0,656,23.0,10,3,5,4,3.8,100
8.95,0,620,31.0,10,2,4,4,3.9,100
6.99,0,515,28.0,6,3,5,3,5.4,100
7.22,2,578,22.0,6,3,5,4,5.6,100
8.72,0,475,18.0,7,3,3,1,4.9,82
6.86,0,491,18.0,6,1,0,6,2.0,75
7.94,3,490,18.0,9,3,4,3,3.9,100
6.39,0,455,21.0,5,3,1,3,2.0,50
7.98,1,691,17.0,7,5,3,5,4.9,91
5.3,3,640,26.0,8,1,4,0,4.4,92
7.62,0,811,29.0,7,3,2,1,6.6,84
6.7,2,494,14.0,7,1,0,3,2.9,77
7.86,0,685,47.0,13,6,4,1,4.3,100
8.35,1,853,18.0,8,5,4,3,2.4,100
9.05,0,684,6.0,4,3,2,0,3.2,54
8.68,1,697,39.0,10,8,3,2,4.9,95
7.82,0,577,12.0,4,0,2,0,4.4,87
7.53,0,824,32.0,9,6,3,1,2.7,88
7.64,0,788,23.0,7,5,3,3,3.9,81
6.48,0,557,13.0,5,1,4,0,3.3,85
5.42,0,527,10.0,7,4,7,1,5.3,100
7.69,0,808,15.0,7,1,2,3,5.5,86
6.32,1,440,19.0,6,4,1,4,3.0,92
5.72,2,709,30.0,9,4,4,1,3.6,100
8.88,0,672,31.0,11,2,4,3,3.0,100
6.83,1,677,17.0,5,3,2,1,2.2,75
6.35,0,623,38.0,10,5,5,0,5.0,100
7.85,0,697,18.0,7,4,0,1,1.5,60
7.39,1,747,21.0,6,1,2,1,2.9,85
7.91,1,673,18.0,6,2,1,2,4.1,83
8.33,0,746,11.0,4,0,0,1,2.0,65
8.25,0,486,24.0,7,5,4,4,5.7,100
7.08,0,505,26.0,6,2,3,2,4.8,98
6.04,0,501,18.0,5,3,0,0,1.0,40
7.35,0,701,4.0,4,1,1,3,3.1,70
7.19,0,599,30.0,10,5,5,2,4.2,100
7.57,0,603,15.0,3,2,2,1,3.1,90
7.25,0,730,37.0,12,4,4,3,5.9,100
7.22,1,599,10.0,4,2,2,2,3.7,86
7.28,0,820,16.0,9,5,6,2,6.9,100
8.88,0,788,26.0,9,6,5,4,6.3,100
8.28,0,651,22.0,7,3,4,2,4.1,100
7.78,2,684,22.0,8,6,3,2,5.0,100
7.49,0,518,12.0,4,4,2,4,3.1,78
6.59,0,769,6.0,3,1,1,0,1.7,58
6.96,0,631,8.0,4,2,2,0,2.3,67
7.92,1,594,14.0,5,5,3,3,3.6,100
7.17,2,712,6.0,5,2,1,2,2.1,67
8.51,3,677,,7,5,4,1,3.5,100
7.99,0,810,17.0,6,3,2,4,2.8,81
6.75,0,430,4.0,1,0,2,4,4.5,68
8.05,2,769,20.0,6,0,4,2,4.1,100
7.06,0,576,16.0,7,3,3,3,5.3,80
6.46,1,593,17.0,5,0,2,7,2.1,59
7.72,0,519,24.0,7,4,7,2,7.5,100
8.5,0,446,21.0,8,3,1,1,3.6,78
7.37,0,859,20.0,7,2,4,0,4.7,95
6.26,0,807,35.0,9,4,5,0,4.9,100
6.48,0,409,21.0,7,2,6,3,8.0,100
6.99,0,605,30.0,11,7,6,4,4.7,100
6.81,0,469,24.0,6,3,1,0,3.1,55
8.33,3,782,21.0,7,3,4,0,4.8,100
6.76,0,767,2.0,1,2,2,4,2.7,59
9.27,0,792,22.0,9,5,5,2,4.6,100
7.15,0,615,28.0,12,5,2,2,3.0,100
5.39,0,631,8.0,3,2,1,3,2.0,60
7.27,0,729,17.0,4,1,1,3,3.7,52
7.78,0,703,13.0,5,2,2,2,3.7,89
7.89,0,681,17.0,4,2,3,3,4.9,75
7.01,0,710,18.0,8,0,4,5,3.3,100
7.22,0,636,29.0,8,3,2,2,4.0,100
6.71,0,477,17.0,5,1,1,3,2.9,98
6.46,1,701,1.0,1,0,1,3,3.3,68
7.88,0,705,9.0,5,4,1,2,1.7,87
7.64,1,673,13.0,5,3,2,2,5.4,92
6.23,0,775,13.0,4,3,2,0,3.1,62
7.87,0,946,5.0,1,1,3,4,5.5,100
8.09,0,536,16.0,8,6,4,4,6.2,100
6.54,0,619,19.0,5,4,2,2,5.2,81
7.57,0,558,22.0,8,3,2,2,2.2,96
5.65,0,424,7.0,5,3,3,0,5.6,93
6.45,0,484,20.0,8,4,2,5,3.2,98
8.25,0,671,23.0,7,2,2,3,2.1,78
6.76,0,469,18.0,6,4,2,0,4.0,74
8.45,3,672,15.0,6,0,5,0,5.4,100
5.4,0,546,2.0,3,3,1,3,2.2,73
7.38,0,361,15.0,5,0,2,2,3.2,93
7.73,0,684,19.0,3,2,2,3,5.0,84
6.24,0,699,11.0,6,4,2,4,4.6,95
6.94,0,602,31.0,10,5,1,6,3.8,68
7.36,0,462,17.0,7,2,4,2,4.9,93
7.92,0,647,15.0,6,2,3,1,4.3,88
6.68,0,663,16.0,5,2,3,0,3.3,100
8.65,0,859,32.0,10,3,2,2,3.7,97
7.22,0,663,21.0,8,2,3,1,4.1,100
7.25,0,482,7.0,2,3,1,3,3.0,52
9.0,0,564,19.0,8,4,6,0,4.8,100
8.05,2,800,16.0,9,7,4,5,4.3,100
7.59,3,684,20.0,9,4,2,6,2.7,89
7.71,0,517,18.0,7,2,3,2,5.6,100
7.13,0,864,22.0,7,3,2,1,3.8,89
8.27,0,720,26.0,9,1,7,2,5.3,100
5.51,0,783,25.0,6,1,2,3,4.2,58
8.26,1,801,22.0,8,1,4,6,3.0,100
6.36,0,527,8.0,5,3,2,3,2.1,65
7.25,0,739,12.0,3,2,0,6,1.6,44
7.53,0,556,,3,3,2,1,3.2,61
8.0,0,859,23.0,8,2,2,4,4.2,92
7.55,2,713,19.0,7,4,4,3,4.0,100
8.09,0,692,11.0,5,5,1,3,4.4,58
8.33,3,758,21.0,9,3,3,4,4.9,100
6.18,0,771,5.0,4,0,0,5,1.7,69
6.06,2,589,18.0,6,3,3,0,4.2,94
8.82,0,477,22.0,8,5,4,2,3.5,88
7.71,0,726,16.0,7,4,4,6,3.5,84
7.84,0,505,9.0,5,2,2,2,2.7,69
8.97,3,779,9.0,4,0,1,3,2.9,86
8.21,0,604,18.0,5,1,2,0,4.4,85
8.65,0,734,9.0,2,1,2,6,2.8,77
5.8,0,728,2.0,4,2,2,4,3.5,87
8.34,0,872,21.0,5,3,4,6,3.2,100
7.97,0,547,28.0,7,2,4,0,4.6,100
7.83,0,564,10.0,4,1,1,4,3.2,69
6.5,0,463,29.0,8,4,3,7,3.9,73
5.71,0,503,4.0,2,0,1,4,2.4,66
8.45,2,591,14.0,4,0,1,5,3.1,90
7.3,0,638,21.0,6,3,3,4,2.1,83
7.51,1,641,12.0,5,0,2,4,3.8,86
8.56,0,773,36.0,9,1,4,7,3.3,97
7.07,1,768,24.0,7,0,1,3,3.9,88
7.69,1,630,8.0,2,1,1,4,2.7,49
7.83,0,627,33.0,6,2,2,1,3.0,93
6.55,0,629,8.0,5,3,3,2,2.7,100
8.84,0,884,6.0,4,1,3,2,3.6,84
6.09,3,667,13.0,5,1,2,2,3.7,80
8.34,0,718,21.0,6,4,0,0,2.3,65
6.51,0,369,16.0,2,1,2,5,2.0,75
6.43,0,390,33.0,10,6,1,0,3.9,90
6.03,1,563,17.0,6,4,3,4,5.1,100
6.49,0,750,3.0,5,2,1,6,4.5,73
6.46,0,639,20.0,5,3,2,4,4.2,73
6.72,0,686,4.0,4,3,2,3,2.9,60
7.31,2,570,14.0,1,0,0,2,2.7,54
8.39,1,750,22.0,8,3,3,2,4.0,100
5.6,0,494,25.0,9,5,6,5,6.7,100
7.86,2,751,6.0,2,1,1,9,3.1,25
7.26,1,508,12.0,5,4,3,2,3.7,100
7.01,0,602,20.0,7,3,1,4,4.0,91
5.7,0,546,16.0,5,4,1,3,4.0,63
7.43,0,700,16.0,6,3,1,8,3.7,77
6.74,0,486,15.0,5,0,1,6,1.3,87
7.9,1,817,32.0,13,5,5,1,4.5,100
9.15,0,598,19.0,7,1,5,0,5.0,84
7.83,0,654,33.0,12,7,3,1,3.8,100
6.71,0,744,27.0,8,4,4,4,2.7,92
7.1,0,661,31.0,7,3,6,3,6.0,100
6.49,1,640,17.0,7,3,3,1,3.2,100
7.34,0,865,5.0,1,2,0,5,3.8,46
6.69,0,578,14.0,8,4,1,5,3.4,84
5.46,0,558,11.0,5,0,2,6,5.3,87
8.15,0,738,25.0,9,4,6,4,7.2,100
7.18,3,841,42.0,12,6,3,5,4.5,100
7.08,0,481,25.0,8,4,5,3,6.1,100
8.59,0,655,16.0,5,0,1,4,4.2,69
7.31,0,567,17.0,8,3,3,3,5.0,69
7.79,0,514,12.0,6,6,1,2,3.5,84
7.11,0,622,9.0,2,0,2,3,3.2,78
7.93,2,702,28.0,9,3,3,0,2.9,100
7.2,0,609,11.0,6,3,3,5,3.8,100
8.76,0,627,17.0,6,1,1,0,0.9,67
7.7,3,586,29.0,8,3,4,4,4.6,100
5.69,0,644,32.0,8,1,2,0,2.7,83
8.43,1,555,29.0,10,4,1,1,2.9,79
6.89,2,438,17.0,5,2,1,2,3.0,47
7.84,1,833,1.0,4,0,1,5,2.7,60
8.35,0,822,6.0,7,6,3,4,3.5,98
8.8,0,804,22.0,6,1,3,5,5.3,95
7.41,0,676,14.0,5,2,3,4,4.5,100
8.24,2,591,22.0,9,2,5,5,3.4,100
7.75,0,550,22.0,7,3,2,3,2.2,91
7.41,1,591,22.0,8,3,4,3,4.5,83
7.7,0,689,17.0,5,0,4,0,4.3,90
7.13,0,686,15.0,4,0,4,6,5.8,86
7.2,2,646,29.0,9,5,4,3,4.5,100
7.05,1,655,9.0,2,2,0,1,2.5,51
7.18,0,588,14.0,3,2,2,0,3.2,86
8.38,1,713,11.0,4,0,2,4,5.5,89
6.11,0,798,21.0,8,4,6,5,6.5,100
7.61,1,786,32.0,8,3,3,0,2.9,100
9.85,0,861,23.0,9,4,3,4,5.6,95
9.14,0,710,22.0,8,3,3,3,3.9,89
7.04,0,453,17.0,4,2,1,4,4.3,73
7.47,2,638,18.0,6,1,2,0,3.5,72
7.16,2,610,17.0,6,0,1,0,2.2,60
7.48,0,773,20.0,7,2,2,4,4.2,80
7.57,2,559,12.0,7,2,2,0,4.8,90
6.49,1,543,22.0,7,2,4,7,5.4,100
5.53,0,605,28.0,9,5,4,2,5.0,100
7.95,0,678,17.0,6,0,2,0,3.3,83
6.75,1,634,,4,2,0,1,2.5,67
8.37,0,874,20.0,7,4,3,0,3.9,100
5.49,2,479,10.0,5,2,3,4,4.3,87
6.87,0,756,21.0,7,4,4,3,6.1,100
8.67,0,702,28.0,11,5,5,3,5.1,100
7.55,1,730,15.0,7,2,4,2,6.3,69
8.19,0,772,24.0,7,6,2,5,3.5,93
7.21,0,594,8.0,2,0,2,0,3.4,93
8.57,1,634,11.0,5,2,1,2,3.2,80
6.26,2,511,7.0,4,0,2,3,2.8,89
7.66,0,579,14.0,3,0,3,0,3.7,77
7.07,0,582,20.0,5,2,3,3,2.6,87
6.33,0,806,0.0,1,1,2,3,2.4,62
5.63,0,751,13.0,4,2,0,4,3.8,62
9.03,0,683,25.0,8,6,2,1,2.9,83
7.47,2,770,31.0,10,7,6,0,6.4,100
6.84,0,870,22.0,6,2,2,2,2.3,80
7.18,0,547,18.0,6,4,3,3,4.3,94
9.09,0,800,19.0,5,3,1,2,1.9,67
6.85,0,678,9.0,7,2,2,6,3.6,94
6.61,0,521,11.0,2,0,1,0,1.7,62
6.37,0,622,30.0,9,4,5,2,4.5,100
6.16,0,621,30.0,10,4,6,2,6.6,100
8.38,1,767,31.0,11,6,4,1,4.4,96
8.5,1,680,7.0,4,0,2,3,3.4,87
7.79,0,955,20.0,5,3,1,3,2.8,84
9.54,0,772,25.0,7,6,4,2,4.6,100
8.08,0,714,14.0,5,2,1,3,3.1,62
6.91,0,628,10.0,2,1,2,2,4.2,78
6.56,0,463,19.0,8,3,3,3,5.3,96
7.35,0,827,27.0,5,3,3,1,2.3,84
6.16,0,534,8.0,3,1,1,7,2.3,83
7.41,0,722,21.0,8,5,5,3,3.9,100
8.24,0,783,8.0,5,3,3,5,3.8,97
7.39,0,893,21.0,6,2,2,2,3.9,78
7.26,0,732,12.0,5,4,2,4,3.9,73
6.34,0,622,10.0,5,2,2,3,5.8,75
8.48,0,652,0.0,1,0,1,3,3.9,99
8.25,1,606,10.0,3,1,2,0,2.9,73
8.58,0,521,25.0,7,2,1,6,3.4,76
7.3,1,582,32.0,11,8,5,0,4.8,100
6.63,1,450,30.0,11,7,7,2,5.6,100
7.18,0,806,5.0,3,1,1,6,3.6,76
7.1,0,282,36.0,9,4,3,1,4.2,100
8.43,0,819,3.0,2,0,1,4,4.0,85
7.11,0,707,20.0,4,0,0,5,2.0,71
7.09,0,508,18.0,5,4,2,0,1.7,76
5.29,0,653,22.0,7,3,1,3,3.2,87
5.98,0,553,28.0,6,2,0,4,2.0,79
6.82,2,323,20.0,8,6,2,3,3.4,80
8.0,0,520,19.0,5,3,4,1,6.3,86
8.75,0,616,21.0,7,3,1,4,0.8,60
6.93,2,637,39.0,13,5,7,4,5.5,100
7.07,1,811,30.0,9,6,3,2,5.0,100
7.65,1,602,28.0,6,4,2,3,3.2,100
6.25,0,757,14.0,5,2,2,5,2.8,68
8.8,1,688,17.0,6,3,3,3,4.1,76
7.23,0,514,12.0,5,2,2,4,3.6,93
8.39,1,740,29.0,9,4,3,2,4.0,100
7.75,1,711,34.0,8,1,3,4,3.7,100
7.39,0,687,14.0,8,4,2,3,2.6,100
6.8,2,633,18.0,6,5,4,4,5.3,92
8.16,0,660,20.0,8,4,5,3,4.5,100
6.24,0,602,19.0,4,0,3,3,5.3,89
6.68,1,545,14.0,4,0,3,3,3.3,95
6.38,1,524,22.0,4,2,2,1,3.3,94
7.37,0,692,8.0,4,1,2,3,4.0,71
7.24,0,727,11.0,4,0,3,3,5.1,71
9.29,1,812,32.0,14,7,9,1,5.4,100
7.92,0,595,0.0,2,0,1,0,2.8,57
6.6,0,599,17.0,5,1,1,2,3.5,51
7.18,0,870,8.0,4,1,1,4,2.9,78
7.99,1,567,32.0,10,3,6,5,4.7,100
6.78,0,828,22.0,7,4,2,4,3.8,75
7.66,1,705,,5,2,0,5,2.2,54
7.66,0,699,27.0,7,0,4,3,4.0,85
9.22,1,860,12.0,6,1,4,4,6.3,93
8.44,0,468,27.0,9,3,3,3,5.1,100
7.12,1,649,14.0,1,2,1,1,0.5,65
6.56,2,670,15.0,7,2,2,4,1.7,87
7.24,1,701,19.0,6,1,2,7,3.2,100
8.42,0,657,8.0,4,5,1,2,2.1,89
6.71,1,695,19.0,5,4,4,5,3.5,100
6.34,0,573,21.0,8,6,4,1,3.9,100
7.23,0,655,32.0,10,3,3,8,6.3,72
8.19,3,685,21.0,9,3,3,2,4.8,94
6.1,2,514,18.0,5,0,3,4,3.9,89
6.52,0,457,18.0,6,3,4,3,5.3,100
7.5,1,603,12.0,3,1,1,4,3.3,76
6.12,0,422,,5,2,2,0,2.8,84
6.11,1,592,18.0,3,5,1,4,3.4,83
7.5,0,833,19.0,4,0,0,0,2.5,47
7.49,0,616,35.0,8,4,4,1,6.0,100
7.79,0,804,16.0,4,0,2,4,4.1,61
5.51,0,666,27.0,8,4,4,4,5.3,100
7.98,0,753,19.0,6,4,6,0,6.0,100
6.15,1,867,15.0,6,3,1,1,2.9,88
7.22,0,749,0.0,2,2,0,4,2.9,62
6.36,0,679,26.0,7,6,3,1,4.5,100
6.5,1,696,14.0,4,2,4,2,3.8,100
7.27,2,579,8.0,4,2,1,0,2.3,91
7.23,1,740,5.0,3,0,1,4,0.4,89
8.51,0,491,15.0,6,3,2,6,4.7,100
8.01,2,792,30.0,8,5,3,5,3.2,83
8.38,0,534,13.0,7,4,4,2,4.9,100
7.56,1,370,8.0,3,0,2,3,3.2,73
8.64,3,694,21.0,7,1,1,2,3.7,63
7.24,0,740,5.0,4,3,4,3,5.5,89
8.37,0,711,5.0,2,2,2,4,4.2,65
8.32,0,804,,3,1,2,4,4.5,76
7.67,0,781,18.0,7,4,2,1,4.1,98
8.53,1,697,26.0,10,6,4,3,4.0,100
7.24,1,647,8.0,4,1,2,0,2.9,65
7.34,0,795,11.0,3,1,2,0,3.2,79
9.15,2,661,21.0,6,1,3,1,3.5,73
6.76,0,717,26.0,9,5,7,2,4.7,100
6.57,0,771,17.0,5,1,1,4,3.8,70
7.86,0,788,16.0,10,5,6,2,3.7,100
7.75,0,423,19.0,7,0,3,2,4.1,93
7.9,0,605,17.0,6,3,3,4,4.2,100
7.51,2,652,4.0,3,3,1,6,3.9,59
7.8,2,751,15.0,6,4,3,4,4.2,91
5.66,0,327,6.0,3,0,3,5,3.4,67
7.17,1,768,19.0,9,4,4,6,4.0,100
7.74,0,576,26.0,8,5,2,0,5.5,100
8.62,0,627,32.0,9,6,3,0,4.8,80
7.82,0,735,25.0,10,6,3,7,4.8,100
6.28,0,658,8.0,3,2,4,3,3.5,85
8.23,2,655,29.0,8,6,7,5,5.8,100
8.05,0,704,8.0,3,1,1,5,1.9,51
6.65,0,821,19.0,9,4,6,2,4.5,100
8.47,2,508,24.0,8,6,5,3,5.1,95
6.21,1,531,22.0,11,4,3,0,3.4,97
9.72,0,935,18.0,5,2,5,4,3.1,87
6.37,0,640,23.0,8,4,2,3,2.7,84
7.81,1,801,1.0,2,0,2,4,3.5,68
7.4,1,761,27.0,7,3,4,6,6.4,100
6.72,1,675,16.0,8,3,4,1,4.6,100
6.14,1,760,23.0,7,5,1,3,3.8,74
7.61,0,675,24.0,7,3,3,3,3.6,86
6.83,0,952,2.0,2,1,3,3,5.3,93
9.34,0,674,13.0,6,2,5,1,4.1,100
6.48,0,575,13.0,5,2,1,2,3.8,62
8.52,1,679,30.0,9,4,6,2,6.0,100
7.1,2,769,25.0,8,4,3,3,3.6,100
7.06,0,657,15.0,6,2,2,5,4.7,48
7.27,0,653,30.0,8,0,2,3,3.9,100
7.77,0,754,0.0,1,0,2,3,3.2,59
7.63,0,701,14.0,6,4,4,2,4.7,100
6.75,0,570,12.0,6,4,3,3,3.5,74
6.14,2,394,19.0,5,3,1,0,4.7,75
7.93,0,820,40.0,13,7,6,4,5.6,100
6.61,0,817,4.0,4,0,2,0,4.4,94
7.78,0,709,4.0,1,1,0,6,1.9,74
8.14,0,794,12.0,5,3,1,2,0.4,80
5.0,0,563,25.0,9,4,2,6,4.2,95
7.83,1,763,15.0,5,0,3,3,5.2,91
6.57,0,587,27.0,8,5,2,5,2.6,71
7.81,3,751,6.0,4,4,2,1,3.8,67
7.46,2,738,17.0,6,2,1,4,2.6,84
7.41,1,711,14.0,5,5,2,2,3.3,94
8.91,0,553,9.0,4,0,2,1,1.9,73
6.27,0,588,29.0,10,6,6,3,5.4,100
7.44,0,877,21.0,5,3,3,4,4.5,74
6.91,0,721,30.0,8,6,4,1,4.8,92
7.3,2,966,5.0,3,0,1,1,2.8,66
6.99,0,608,10.0,5,1,3,3,3.2,98
6.98,0,546,25.0,7,3,1,0,3.3,79
6.46,0,614,3.0,3,0,1,0,1.9,57
7.97,1,694,13.0,6,1,5,0,5.7,95
6.67,0,568,11.0,4,2,2,1,4.0,76
8.85,1,567,20.0,4,1,1,1,3.5,78
6.93,0,817,21.0,6,3,3,3,4.9,88
7.13,3,777,14.0,6,3,3,5,4.5,98
9.82,0,796,15.0,5,2,3,1,3.3,72
6.48,0,753,17.0,3,2,0,2,2.8,69
7.35,0,655,13.0,5,3,2,1,2.7,75
7.89,0,582,7.0,3,0,2,6,5.0,79
8.81,2,790,16.0,6,0,3,3,5.0,82
8.05,1,511,19.0,5,4,2,5,3.6,80
8.36,2,721,12.0,4,4,4,0,4.7,100
8.47,0,913,30.0,8,3,5,3,5.1,100
8.23,1,680,25.0,9,2,4,3,3.8,89
7.74,0,544,29.0,9,4,6,0,5.9,100
8.69,1,591,30.0,11,6,6,3,6.1,100
5.0,0,627,26.0,5,2,2,1,2.5,82
8.74,0,874,14.0,5,1,3,5,4.1,88
8.78,0,834,41.0,13,6,7,2,6.3,100
7.54,2,689,21.0,8,2,6,8,5.8,100
6.69,2,712,18.0,8,3,4,0,3.8,95
5.67,1,643,31.0,12,6,7,1,6.1,100
6.37,0,764,4.0,2,1,2,5,3.7,53
7.89,0,699,2.0,3,3,4,2,4.4,86
8.48,2,780,16.0,5,0,2,4,2.5,82
6.71,0,530,22.0,6,4,1,1,1.4,72
7.15,0,712,27.0,8,3,3,2,2.4,69
7.01,0,453,19.0,7,3,3,1,5.1,73
6.96,0,556,17.0,6,3,2,2,1.8,82
8.1,0,626,20.0,8,2,2,1,3.1,83
6.66,0,512,22.0,4,1,4,0,5.9,100
6.71,0,733,16.0,6,3,4,1,4.3,92
7.39,0,706,24.0,7,4,3,5,3.2,61
7.2,0,755,14.0,5,1,1,4,3.7,80
8.56,0,429,13.0,3,1,2,7,4.8,72
9.7,1,679,28.0,9,3,4,5,5.1,100
6.84,0,488,10.0,4,1,1,5,2.9,81
7.75,0,932,18.0,7,3,2,5,2.8,70
8.55,0,734,17.0,6,3,2,3,2.4,87
6.79,0,808,15.0,6,0,1,5,3.1,67
6.5,0,863,11.0,6,4,1,5,3.2,83
8.09,0,812,20.0,6,3,3,2,5.5,58
6.44,0,592,14.0,3,3,1,6,3.7,60
6.78,0,569,9.0,3,0,1,4,2.5,61
8.16,0,507,13.0,6,3,4,2,3.5,100
7.31,0,540,30.0,10,6,3,4,3.3,100
7.81,2,621,2.0,3,0,2,0,4.2,80
7.04,0,639,16.0,5,1,4,3,4.6,79
7.38,1,795,10.0,5,3,2,3,3.8,87
7.49,0,539,34.0,8,4,1,4,2.8,91
7.67,3,794,28.0,11,6,5,1,4.7,100
8.4,0,703,48.0,13,4,5,3,4.4,100
7.96,0,716,26.0,6,4,2,2,4.4,92
7.18,1,510,24.0,4,5,2,1,4.2,77
7.07,0,870,0.0,1,0,1,0,2.7,75
8.89,1,834,31.0,12,6,6,0,6.5,100
7.55,0,771,18.0,6,3,3,0,3.7,79
7.46,0,724,6.0,4,3,2,0,2.8,72
7.46,0,610,22.0,5,4,3,2,5.0,81
7.21,1,812,4.0,1,1,0,4,3.7,51
7.27,2,812,12.0,5,2,1,1,0.7,73
7.59,0,620,15.0,6,2,3,4,4.7,66
6.08,2,560,19.0,10,6,6,5,5.8,100
7.11,0,660,25.0,9,4,2,4,5.5,100
8.63,0,590,15.0,6,2,2,5,4.6,85
7.31,0,668,17.0,7,2,2,4,5.0,100
6.93,0,608,29.0,8,3,3,1,5.8,80
7.83,3,740,28.0,11,3,3,0,5.0,91
7.89,0,553,27.0,9,4,3,6,5.6,86
6.4,0,564,16.0,4,0,3,7,2.8,73
7.35,1,944,19.0,8,4,3,3,2.3,77
5.93,0,565,20.0,4,3,2,3,2.3,72
6.7,3,618,14.0,5,2,1,3,1.9,54
7.58,0,545,19.0,6,3,5,3,4.7,100
8.14,0,658,16.0,5,2,4,6,4.4,97
7.61,0,764,31.0,10,5,3,4,4.6,91
7.2,0,536,21.0,8,3,3,0,3.5,89
8.48,0,878,15.0,6,1,2,3,1.7,70
8.24,0,588,3.0,4,2,2,0,3.6,82
8.11,0,795,5.0,6,3,2,3,2.8,76
7.87,3,749,19.0,7,2,0,3,1.9,59
7.27,0,551,22.0,11,4,4,4,6.5,100
6.91,0,642,8.0,5,3,1,3,3.0,79
7.4,2,647,24.0,5,0,0,1,3.3,58
7.7,2,693,22.0,8,6,5,5,3.8,100
7.72,0,647,17.0,5,4,2,3,4.0,78
7.14,0,395,14.0,3,1,1,3,2.7,63
7.9,0,800,29.0,8,3,4,4,4.1,100
8.2,0,765,22.0,5,3,3,2,3.7,74
9.67,0,756,20.0,9,7,4,0,2.8,82
8.74,0,705,27.0,6,3,3,3,3.6,87
6.72,0,539,11.0,5,0,0,3,2.7,73
8.23,2,865,39.0,9,2,2,1,2.6,73
5.36,3,501,18.0,6,3,1,4,3.1,80
7.18,3,786,25.0,7,2,2,1,4.2,87
7.11,1,563,19.0,5,5,4,3,3.7,89
9.05,3,1070,7.0,4,3,0,6,2.9,81
5.45,2,418,20.0,8,4,4,4,3.0,100
6.16,0,584,16.0,5,4,4,0,2.8,100
8.52,0,757,7.0,4,2,2,2,5.0,70
8.1,0,660,12.0,6,5,2,1,3.8,92
8.13,0,461,33.0,9,2,5,0,4.3,100
7.48,0,610,,11,5,3,4,4.5,100
6.54,0,489,9.0,2,0,0,3,2.9,54
6.71,0,607,12.0,5,4,1,5,2.9,65
7.83,2,507,31.0,10,5,4,4,5.0,100
6.99,0,522,7.0,4,3,2,5,4.2,80
7.46,0,816,23.0,7,2,4,1,5.6,100
7.28,0,611,17.0,5,3,0,3,2.6,72
8.0,0,701,15.0,7,3,3,2,4.1,78
6.17,0,551,23.0,8,5,7,2,5.4,100
6.59,0,839,19.0,7,2,3,4,4.2,68
7.92,0,724,21.0,8,3,5,1,4.1,100
6.86,0,742,31.0,10,7,8,3,6.0,100
6.94,0,838,24.0,8,6,3,1,3.3,100
6.86,2,870,10.0,5,0,2,7,2.8,94
6.84,0,561,12.0,6,3,3,4,4.3,93
5.12,2,333,23.0,8,3,0,2,3.5,59
9.17,1,530,17.0,7,5,2,4,3.6,100
7.43,0,708,30.0,9,2,3,0,4.0,88
6.16,0,285,16.0,5,0,1,0,1.7,88
7.73,0,705,21.0,8,1,5,2,5.7,99
8.09,0,625,23.0,7,4,2,2,3.3,52
8.84,0,511,8.0,4,1,4,0,5.1,99
7.29,0,632,14.0,3,1,2,4,5.8,88
8.74,0,743,9.0,4,2,1,1,2.7,74
6.37,0,563,2.0,4,2,3,4,4.4,94
7.72,0,700,31.0,10,6,5,1,4.9,100
8.92,0,788,32.0,8,4,3,0,3.8,100
8.3,0,614,13.0,5,3,1,3,3.7,51
7.93,0,537,21.0,7,4,4,1,5.6,100
7.71,1,899,14.0,4,1,2,3,3.7,72
7.32,0,599,29.0,7,3,3,2,4.4,100
8.31,1,804,8.0,4,3,2,0,3.8,74
7.01,0,837,19.0,7,3,4,3,4.9,85
7.4,0,431,10.0,4,0,4,0,3.5,94
6.44,0,599,29.0,8,5,2,5,4.4,90
7.29,0,680,18.0,4,1,0,4,2.4,55
6.6,0,466,23.0,8,3,6,2,5.7,100
6.73,0,530,6.0,3,2,3,2,3.9,83
9.0,1,534,33.0,9,4,3,4,2.1,88
6.8,0,503,11.0,5,1,2,1,2.7,92
8.06,3,569,15.0,4,0,1,0,2.6,74
7.49,0,920,22.0,7,1,4,5,4.8,100
6.06,2,680,19.0,4,0,3,5,3.2,71
